date,Year,Month,DayOfMonth,Orders,DeliveredOrders,CancelledOrders,ReturnedOrders,PendingOrders,ShippedOrders,Quantity_sum,TotalAmount_sum,Revenue,Discount_mean,Shipping_mean,Tax_mean,UnitPrice_mean,AOV_delivered,DeliveryRate,qty_pm_Amazon Pay,qty_pm_Cash On Delivery,qty_pm_Credit Card,qty_pm_Debit Card,qty_pm_Net Banking,qty_pm_Upi,qty_cat_Books,qty_cat_Clothing,qty_cat_Electronics,qty_cat_Home & Kitchen,qty_cat_Sports & Outdoors,qty_cat_Toys & Games,qty_brand_Apex,qty_brand_BrightLux,qty_brand_CoreTech,qty_brand_FitLife,qty_brand_KiddoFun,qty_brand_NexPro,qty_brand_Other,qty_brand_ReadMore,qty_brand_Zenith,qty_country_Australia,qty_country_Canada,qty_country_India,qty_country_United Kingdom,qty_country_United States,qty_status_Cancelled,qty_status_Delivered,qty_status_Pending,qty_status_Returned,qty_status_Shipped,DayOfWeek
2020-01-11,2020,1,11,57,48,0,3,4,2,162,48207.7975,38220.2975,0.07543859649122807,7.413157894736842,67.72438596491229,293.0884210526316,796.2561979166667,0.8421052631578947,37.0,9.0,43.0,37.0,15.0,21.0,22.0,44.0,28.0,30.0,19.0,19.0,12.0,16.0,25.0,18.0,23.0,12.0,23.0,16.0,17.0,6.0,12.0,26.0,16.0,102.0,0.0,125.0,16.0,12.0,9.0,Saturday
2020-01-12,2020,1,12,57,49,2,0,1,5,162,46714.7775,37859.23,0.06842105263157895,7.393508771929825,55.96807017543859,287.7970175438597,772.6373469387755,0.8596491228070176,25.0,2.0,58.0,26.0,21.0,30.0,37.0,22.0,15.0,21.0,21.0,46.0,12.0,15.0,18.0,19.0,13.0,10.0,41.0,13.0,21.0,3.0,3.0,36.0,15.0,105.0,7.0,136.0,2.0,0.0,17.0,Sunday
2020-01-13,2020,1,13,61,49,2,4,2,4,177,59779.9775,44275.49,0.06475409836065574,7.684262295081967,68.90524590163935,338.54229508196727,903.5814285714285,0.8032786885245902,25.0,10.0,54.0,35.0,19.0,34.0,38.0,25.0,49.0,20.0,21.0,24.0,18.0,21.0,13.0,19.0,6.0,17.0,42.0,14.0,27.0,8.0,11.0,22.0,6.0,130.0,4.0,142.0,4.0,14.0,13.0,Monday
2020-01-14,2020,1,14,55,39,3,0,6,7,170,56614.8575,38444.4,0.07181818181818182,7.605636363636363,82.78781818181818,302.7067272727273,985.7538461538462,0.7090909090909091,16.0,8.0,58.0,33.0,19.0,36.0,38.0,16.0,11.0,30.0,50.0,25.0,18.0,17.0,19.0,9.0,14.0,20.0,34.0,20.0,19.0,6.0,3.0,20.0,3.0,138.0,11.0,119.0,12.0,0.0,28.0,Tuesday
2020-01-15,2020,1,15,42,30,3,3,1,5,135,43636.917499999996,29315.4175,0.055952380952380955,7.154285714285715,64.05738095238095,312.13380952380953,977.1805833333333,0.7142857142857143,13.0,3.0,61.0,22.0,13.0,23.0,25.0,20.0,25.0,18.0,9.0,38.0,19.0,13.0,9.0,23.0,20.0,15.0,28.0,7.0,1.0,10.0,8.0,36.0,16.0,65.0,9.0,100.0,5.0,8.0,13.0,Wednesday
2020-01-16,2020,1,16,64,49,4,2,1,8,188,56528.13,44629.98,0.06796875,7.0040625,60.97421875,310.6459375,910.815918367347,0.765625,40.0,3.0,71.0,28.0,11.0,35.0,24.0,19.0,40.0,49.0,26.0,30.0,29.0,18.0,8.0,32.0,11.0,18.0,32.0,14.0,26.0,14.0,8.0,15.0,5.0,146.0,6.0,154.0,3.0,4.0,21.0,Thursday
2020-01-17,2020,1,17,67,46,1,4,5,11,207,68015.8425,48021.424999999996,0.061940298507462695,7.326716417910448,70.51537313432836,292.17776119402987,1043.9440217391304,0.6865671641791045,15.0,7.0,60.0,70.0,7.0,48.0,41.0,30.0,28.0,32.0,56.0,20.0,28.0,12.0,16.0,16.0,31.0,30.0,37.0,12.0,25.0,20.0,9.0,34.0,2.0,142.0,4.0,144.0,13.0,14.0,32.0,Friday
2020-01-18,2020,1,18,55,42,3,0,3,7,162,50023.26,38831.14,0.06090909090909091,8.320545454545455,65.04054545454545,303.4329090909091,924.5509523809524,0.7636363636363637,18.0,2.0,57.0,36.0,18.0,31.0,35.0,24.0,43.0,20.0,25.0,15.0,14.0,22.0,10.0,10.0,3.0,25.0,49.0,16.0,13.0,3.0,17.0,4.0,5.0,133.0,8.0,127.0,7.0,0.0,20.0,Saturday
2020-01-19,2020,1,19,66,52,4,1,2,7,191,57374.1275,47703.6975,0.06818181818181818,7.546363636363637,63.30469696969696,298.13469696969696,917.3787980769231,0.7878787878787878,40.0,9.0,68.0,30.0,19.0,25.0,26.0,51.0,27.0,33.0,35.0,19.0,14.0,18.0,27.0,16.0,19.0,16.0,53.0,20.0,8.0,0.0,16.0,15.0,15.0,145.0,8.0,160.0,5.0,2.0,16.0,Sunday
2020-01-20,2020,1,20,40,33,1,1,1,4,125,31466.149999999998,23769.32,0.06875,7.8107500000000005,63.99225,242.20700000000002,720.2824242424242,0.825,13.0,9.0,60.0,18.0,6.0,19.0,10.0,19.0,25.0,26.0,18.0,27.0,12.0,11.0,6.0,9.0,19.0,11.0,26.0,11.0,20.0,6.0,1.0,29.0,7.0,82.0,1.0,100.0,4.0,5.0,15.0,Monday
2020-01-21,2020,1,21,65,46,0,2,8,9,203,58509.4575,44915.4875,0.07923076923076923,6.9018461538461535,56.08169230769231,279.06738461538464,976.4236413043479,0.7076923076923077,33.0,3.0,54.0,42.0,17.0,54.0,28.0,31.0,49.0,34.0,55.0,6.0,27.0,18.0,33.0,9.0,37.0,16.0,22.0,23.0,18.0,6.0,19.0,33.0,7.0,138.0,0.0,148.0,26.0,7.0,22.0,Tuesday
2020-01-22,2020,1,22,50,35,2,1,5,7,165,42799.33,29296.23,0.073,8.503400000000001,63.248999999999995,253.01319999999998,837.0351428571429,0.7,27.0,12.0,61.0,41.0,7.0,17.0,24.0,9.0,40.0,38.0,35.0,19.0,12.0,39.0,2.0,3.0,28.0,7.0,32.0,20.0,22.0,8.0,12.0,25.0,14.0,106.0,9.0,111.0,12.0,5.0,28.0,Wednesday
2020-01-23,2020,1,23,52,42,0,1,2,7,166,51480.8575,43326.3775,0.0875,6.007692307692308,62.48346153846153,312.2161538461538,1031.5804166666667,0.8076923076923077,29.0,4.0,28.0,56.0,16.0,33.0,33.0,20.0,27.0,17.0,27.0,42.0,18.0,22.0,9.0,22.0,22.0,15.0,29.0,17.0,12.0,11.0,9.0,25.0,4.0,117.0,0.0,135.0,8.0,1.0,22.0,Thursday
2020-01-24,2020,1,24,56,41,1,3,3,8,155,53881.91,37801.55,0.07589285714285714,8.382857142857143,65.42339285714286,348.2683928571428,921.989024390244,0.7321428571428571,38.0,0.0,68.0,26.0,17.0,6.0,21.0,34.0,33.0,10.0,40.0,17.0,13.0,15.0,31.0,7.0,15.0,6.0,32.0,20.0,16.0,13.0,13.0,29.0,4.0,96.0,5.0,112.0,9.0,8.0,21.0,Friday
2020-01-25,2020,1,25,61,40,2,3,3,13,180,53626.9075,33893.7475,0.06147540983606557,7.68327868852459,49.60147540983607,301.0347540983606,847.3436875,0.6557377049180327,21.0,6.0,71.0,32.0,28.0,22.0,13.0,37.0,41.0,29.0,26.0,34.0,20.0,17.0,6.0,19.0,30.0,17.0,21.0,34.0,16.0,4.0,5.0,39.0,13.0,119.0,4.0,119.0,9.0,5.0,43.0,Saturday
2020-01-26,2020,1,26,53,36,3,4,1,9,161,58569.665,39465.055,0.05943396226415095,7.3177358490566045,76.44792452830188,346.2258490566038,1096.2515277777777,0.6792452830188679,29.0,11.0,52.0,28.0,5.0,36.0,41.0,30.0,41.0,17.0,18.0,14.0,18.0,12.0,19.0,30.0,12.0,0.0,34.0,10.0,26.0,4.0,0.0,17.0,10.0,130.0,10.0,108.0,5.0,13.0,25.0,Sunday
2020-01-27,2020,1,27,64,51,1,0,3,9,203,71461.00749999999,59393.5575,0.059375000000000004,7.87140625,81.485625,344.921875,1164.5795588235294,0.796875,22.0,13.0,75.0,42.0,21.0,30.0,28.0,36.0,46.0,40.0,37.0,16.0,12.0,9.0,17.0,28.0,18.0,8.0,63.0,14.0,34.0,10.0,10.0,17.0,13.0,153.0,2.0,162.0,8.0,0.0,31.0,Monday
2020-01-28,2020,1,28,69,58,1,1,1,8,193,59119.1275,50219.1975,0.08043478260869565,6.932463768115942,62.8723188405797,302.44797101449274,865.8482327586207,0.8405797101449275,33.0,16.0,82.0,30.0,13.0,19.0,35.0,29.0,36.0,40.0,10.0,43.0,13.0,13.0,13.0,17.0,33.0,18.0,33.0,29.0,24.0,0.0,11.0,16.0,12.0,154.0,1.0,166.0,1.0,2.0,23.0,Tuesday
2020-01-29,2020,1,29,55,37,3,1,1,13,171,49874.8775,35528.6575,0.07909090909090909,7.374909090909091,61.76709090909091,285.94072727272726,960.2339864864865,0.6727272727272727,32.0,2.0,67.0,31.0,9.0,30.0,20.0,23.0,40.0,17.0,26.0,45.0,20.0,15.0,14.0,15.0,20.0,3.0,26.0,18.0,40.0,10.0,19.0,28.0,6.0,108.0,8.0,111.0,5.0,3.0,44.0,Wednesday
2020-01-30,2020,1,30,52,39,0,1,4,8,154,46461.03,35375.18,0.06346153846153847,7.061346153846154,64.375,283.2398076923077,907.0558974358975,0.75,16.0,5.0,73.0,30.0,7.0,23.0,35.0,17.0,25.0,29.0,40.0,8.0,19.0,3.0,16.0,15.0,2.0,23.0,28.0,21.0,27.0,12.0,9.0,23.0,0.0,110.0,0.0,112.0,11.0,4.0,27.0,Thursday
2020-01-31,2020,1,31,55,41,2,4,0,8,190,56825.4075,45049.89,0.08454545454545455,7.008545454545455,76.61709090909092,297.25345454545453,1098.7778048780488,0.7454545454545455,18.0,21.0,74.0,33.0,19.0,25.0,39.0,33.0,49.0,21.0,20.0,28.0,10.0,29.0,10.0,13.0,5.0,28.0,60.0,13.0,22.0,5.0,5.0,23.0,5.0,152.0,8.0,145.0,0.0,15.0,22.0,Friday
2020-02-01,2020,2,1,51,41,1,2,1,6,146,41497.979999999996,33409.4,0.08235294117647059,7.070588235294118,59.34392156862745,283.89098039215685,814.8634146341464,0.803921568627451,29.0,10.0,41.0,28.0,14.0,24.0,11.0,37.0,30.0,29.0,10.0,29.0,7.0,24.0,15.0,12.0,17.0,13.0,29.0,21.0,8.0,11.0,9.0,14.0,3.0,109.0,4.0,114.0,5.0,6.0,17.0,Saturday
2020-02-02,2020,2,2,41,30,2,0,2,7,112,28286.41,22036.19,0.07560975609756097,6.30560975609756,50.8309756097561,266.90560975609753,734.5396666666667,0.7317073170731707,29.0,8.0,47.0,10.0,6.0,12.0,26.0,20.0,16.0,15.0,17.0,18.0,13.0,10.0,5.0,17.0,18.0,5.0,24.0,2.0,18.0,0.0,17.0,21.0,8.0,66.0,4.0,85.0,4.0,0.0,19.0,Sunday
2020-02-03,2020,2,3,42,31,0,2,2,7,120,38372.2,29898.79,0.05476190476190477,7.416428571428572,61.34619047619047,299.3847619047619,964.4770967741936,0.7380952380952381,5.0,10.0,51.0,26.0,11.0,17.0,14.0,32.0,8.0,24.0,23.0,19.0,3.0,10.0,17.0,10.0,17.0,23.0,29.0,10.0,1.0,5.0,2.0,16.0,12.0,85.0,0.0,92.0,6.0,5.0,17.0,Monday
2020-02-04,2020,2,4,57,49,2,1,0,5,165,54054.7175,42593.8675,0.0649122807017544,6.865614035087719,66.11122807017544,318.5684210526316,869.2626020408163,0.8596491228070176,10.0,7.0,43.0,45.0,25.0,35.0,24.0,43.0,23.0,28.0,20.0,27.0,7.0,12.0,17.0,12.0,23.0,5.0,45.0,29.0,15.0,3.0,11.0,30.0,0.0,121.0,7.0,138.0,0.0,3.0,17.0,Tuesday
2020-02-05,2020,2,5,53,35,2,1,2,13,163,46742.75,29811.22,0.05377358490566038,7.257735849056603,61.899433962264155,296.47226415094343,851.7491428571429,0.660377358490566,12.0,13.0,61.0,41.0,18.0,18.0,29.0,30.0,17.0,22.0,31.0,34.0,23.0,10.0,20.0,23.0,9.0,4.0,38.0,27.0,9.0,12.0,10.0,22.0,12.0,107.0,7.0,100.0,6.0,5.0,45.0,Wednesday
2020-02-06,2020,2,6,51,37,2,3,3,6,156,47235.43,36242.18,0.060784313725490195,7.91764705882353,46.91862745098039,312.1613725490196,979.5183783783784,0.7254901960784313,22.0,0.0,69.0,28.0,32.0,5.0,18.0,20.0,14.0,33.0,32.0,39.0,28.0,20.0,9.0,13.0,16.0,18.0,21.0,16.0,15.0,0.0,4.0,27.0,10.0,115.0,6.0,115.0,5.0,8.0,22.0,Thursday
2020-02-07,2020,2,7,60,48,0,0,2,10,167,54437.5275,43553.6475,0.060833333333333336,5.964333333333333,65.34516666666667,307.0428333333333,907.36765625,0.8,22.0,5.0,51.0,32.0,21.0,36.0,20.0,31.0,25.0,27.0,24.0,40.0,21.0,24.0,26.0,4.0,6.0,16.0,24.0,32.0,14.0,3.0,14.0,25.0,9.0,116.0,0.0,132.0,5.0,0.0,30.0,Friday
2020-02-08,2020,2,8,47,31,2,1,7,6,149,42309.4875,25373.8,0.09680851063829787,7.028723404255319,69.29127659574468,287.1451063829787,818.5096774193548,0.6595744680851063,8.0,5.0,42.0,42.0,17.0,35.0,24.0,25.0,16.0,21.0,37.0,26.0,17.0,16.0,13.0,8.0,20.0,23.0,14.0,19.0,19.0,0.0,12.0,16.0,4.0,117.0,6.0,98.0,23.0,1.0,21.0,Saturday
2020-02-09,2020,2,9,48,37,0,0,1,10,141,39602.4,31275.1,0.06979166666666667,8.695416666666667,48.231458333333336,299.16833333333335,845.272972972973,0.7708333333333334,20.0,5.0,55.0,28.0,14.0,19.0,22.0,14.0,38.0,35.0,13.0,19.0,16.0,19.0,9.0,16.0,7.0,14.0,29.0,17.0,14.0,5.0,9.0,33.0,9.0,85.0,0.0,110.0,2.0,0.0,29.0,Sunday
2020-02-10,2020,2,10,47,34,2,1,0,10,139,42978.2,30015.1,0.07872340425531915,7.631489361702128,69.8763829787234,296.1991489361702,882.7970588235294,0.723404255319149,13.0,11.0,79.0,14.0,1.0,21.0,31.0,23.0,10.0,25.0,27.0,23.0,21.0,6.0,16.0,17.0,10.0,13.0,25.0,7.0,24.0,5.0,13.0,28.0,3.0,90.0,4.0,106.0,0.0,1.0,28.0,Monday
2020-02-11,2020,2,11,46,37,0,2,2,5,132,43811.2975,38177.0075,0.075,7.3519565217391305,62.08804347826087,315.7369565217391,1031.8110135135134,0.8043478260869565,17.0,9.0,42.0,23.0,23.0,18.0,12.0,23.0,26.0,33.0,24.0,14.0,25.0,5.0,12.0,21.0,10.0,8.0,24.0,14.0,13.0,8.0,6.0,27.0,18.0,73.0,0.0,112.0,7.0,5.0,8.0,Tuesday
2020-02-12,2020,2,12,53,41,1,3,3,5,150,48779.17,38310.17,0.06509433962264151,6.958679245283019,67.58981132075472,323.3388679245283,934.3943902439024,0.7735849056603774,23.0,11.0,63.0,35.0,10.0,8.0,13.0,30.0,34.0,9.0,28.0,36.0,10.0,1.0,34.0,14.0,7.0,10.0,40.0,16.0,18.0,0.0,7.0,34.0,12.0,97.0,4.0,114.0,6.0,7.0,19.0,Wednesday
2020-02-13,2020,2,13,56,46,0,0,1,9,142,46075.134999999995,37640.885,0.06607142857142857,6.781071428571429,57.54071428571429,330.57392857142855,818.2801086956522,0.8214285714285714,18.0,5.0,54.0,29.0,11.0,25.0,24.0,27.0,26.0,28.0,20.0,17.0,16.0,25.0,3.0,10.0,14.0,12.0,20.0,30.0,12.0,2.0,6.0,16.0,6.0,112.0,0.0,117.0,4.0,0.0,21.0,Thursday
2020-02-14,2020,2,14,46,34,0,3,3,6,147,44229.645,32032.5075,0.06521739130434782,8.234565217391305,70.60847826086956,292.48347826086956,942.1325735294117,0.7391304347826086,21.0,13.0,56.0,28.0,14.0,15.0,14.0,20.0,19.0,13.0,39.0,42.0,12.0,6.0,27.0,19.0,19.0,20.0,29.0,7.0,8.0,9.0,0.0,13.0,16.0,109.0,0.0,111.0,10.0,8.0,18.0,Friday
2020-02-15,2020,2,15,53,41,3,1,2,6,155,52158.6975,42902.6175,0.0839622641509434,8.062830188679245,78.74150943396226,328.42905660377363,1046.4053048780488,0.7735849056603774,17.0,2.0,53.0,39.0,12.0,32.0,14.0,23.0,34.0,22.0,28.0,34.0,12.0,33.0,14.0,9.0,7.0,11.0,36.0,9.0,24.0,6.0,4.0,26.0,6.0,113.0,6.0,125.0,9.0,1.0,14.0,Saturday
2020-02-16,2020,2,16,64,52,0,1,4,7,205,60949.345,48818.564999999995,0.084375,7.9109375,68.185,308.48453125000003,938.8185576923076,0.8125,29.0,8.0,66.0,33.0,17.0,52.0,26.0,29.0,37.0,39.0,44.0,30.0,14.0,15.0,27.0,34.0,13.0,23.0,39.0,11.0,29.0,11.0,11.0,27.0,20.0,136.0,0.0,165.0,15.0,2.0,23.0,Sunday
2020-02-17,2020,2,17,44,31,2,1,2,8,124,32922.71,24708.73,0.09772727272727272,7.922954545454545,56.01931818181818,277.80886363636364,797.0558064516129,0.7045454545454546,9.0,5.0,35.0,18.0,18.0,39.0,24.0,11.0,36.0,30.0,12.0,11.0,9.0,19.0,18.0,13.0,14.0,12.0,12.0,14.0,13.0,7.0,8.0,9.0,9.0,91.0,6.0,94.0,4.0,1.0,19.0,Monday
2020-02-18,2020,2,18,53,42,3,3,2,3,167,48151.9675,39087.7575,0.062264150943396226,7.205471698113207,70.0056603773585,301.7854716981132,930.6608928571428,0.7924528301886793,15.0,0.0,69.0,29.0,23.0,31.0,38.0,9.0,20.0,45.0,21.0,34.0,2.0,24.0,25.0,13.0,6.0,26.0,44.0,13.0,14.0,7.0,11.0,26.0,0.0,123.0,9.0,132.0,5.0,11.0,10.0,Tuesday
2020-02-19,2020,2,19,50,43,2,0,2,3,157,45887.8975,38747.1175,0.07,7.9122,68.25319999999999,280.8954,901.0957558139535,0.86,55.0,10.0,31.0,35.0,9.0,17.0,19.0,33.0,27.0,37.0,21.0,20.0,12.0,19.0,24.0,10.0,5.0,33.0,25.0,18.0,11.0,8.0,6.0,29.0,13.0,101.0,4.0,138.0,3.0,0.0,12.0,Wednesday
2020-02-20,2020,2,20,47,35,2,1,0,9,161,56607.8825,43268.385,0.04361702127659575,6.650425531914894,76.3836170212766,325.32978723404256,1236.2395714285715,0.7446808510638298,26.0,14.0,35.0,49.0,19.0,18.0,24.0,29.0,31.0,23.0,28.0,26.0,22.0,13.0,6.0,12.0,38.0,16.0,20.0,15.0,19.0,10.0,13.0,31.0,6.0,101.0,8.0,115.0,0.0,3.0,35.0,Thursday
2020-02-21,2020,2,21,66,54,3,2,3,4,166,54325.47,42133.15,0.09545454545454546,8.687575757575758,57.24181818181818,336.1787878787879,780.2435185185185,0.8181818181818182,30.0,11.0,47.0,35.0,21.0,22.0,32.0,39.0,16.0,29.0,27.0,23.0,10.0,8.0,19.0,20.0,10.0,29.0,42.0,13.0,15.0,4.0,10.0,26.0,11.0,115.0,5.0,131.0,10.0,5.0,15.0,Friday
2020-02-22,2020,2,22,58,42,1,2,5,8,171,55059.0475,38111.88,0.06810344827586207,8.283793103448275,62.10775862068966,325.9010344827586,907.4257142857142,0.7241379310344828,15.0,16.0,47.0,41.0,15.0,37.0,58.0,24.0,20.0,24.0,22.0,23.0,24.0,12.0,9.0,8.0,29.0,21.0,45.0,12.0,11.0,3.0,11.0,39.0,10.0,108.0,2.0,123.0,13.0,7.0,26.0,Saturday
2020-02-23,2020,2,23,56,43,2,2,0,9,156,49848.2075,39055.6875,0.07767857142857144,7.092678571428571,64.34589285714286,312.57839285714283,908.2718023255813,0.7678571428571429,22.0,6.0,50.0,26.0,18.0,34.0,32.0,32.0,32.0,15.0,24.0,21.0,16.0,24.0,5.0,39.0,29.0,6.0,10.0,9.0,18.0,5.0,10.0,18.0,8.0,115.0,3.0,120.0,0.0,6.0,27.0,Sunday
2020-02-24,2020,2,24,54,44,2,2,4,2,145,40766.77,33699.2,0.07407407407407407,7.5909259259259265,60.83574074074074,300.1707407407407,765.8909090909091,0.8148148148148148,25.0,10.0,52.0,36.0,11.0,11.0,23.0,34.0,14.0,35.0,24.0,15.0,10.0,16.0,9.0,29.0,17.0,5.0,22.0,18.0,19.0,11.0,7.0,13.0,0.0,114.0,7.0,122.0,9.0,5.0,2.0,Monday
2020-02-25,2020,2,25,49,36,3,0,1,9,154,45989.814999999995,35743.034999999996,0.07857142857142857,6.783469387755102,65.96795918367347,305.33530612244897,992.8620833333332,0.7346938775510204,21.0,22.0,46.0,34.0,16.0,15.0,25.0,22.0,21.0,23.0,30.0,33.0,14.0,11.0,19.0,8.0,14.0,7.0,31.0,16.0,34.0,2.0,0.0,30.0,1.0,121.0,7.0,116.0,5.0,0.0,26.0,Tuesday
2020-02-26,2020,2,26,58,46,1,0,1,10,168,52983.2175,45040.4075,0.0663793103448276,8.078448275862069,58.66431034482759,327.8920689655172,979.1392934782609,0.7931034482758621,36.0,2.0,65.0,24.0,12.0,29.0,28.0,27.0,25.0,48.0,19.0,21.0,11.0,6.0,4.0,42.0,28.0,19.0,25.0,20.0,13.0,5.0,4.0,20.0,12.0,127.0,1.0,136.0,1.0,0.0,30.0,Wednesday
2020-02-27,2020,2,27,49,35,0,4,1,9,135,41073.58,31123.35,0.0663265306122449,8.293877551020408,60.91877551020408,296.6518367346939,889.2385714285714,0.7142857142857143,13.0,4.0,47.0,40.0,13.0,18.0,24.0,26.0,18.0,12.0,20.0,35.0,9.0,15.0,6.0,15.0,9.0,19.0,26.0,24.0,12.0,4.0,12.0,22.0,1.0,96.0,0.0,99.0,4.0,8.0,24.0,Thursday
2020-02-28,2020,2,28,52,41,1,1,4,5,157,45103.2975,34734.7875,0.05673076923076924,8.367307692307692,54.35903846153846,294.7519230769231,847.1899390243902,0.7884615384615384,30.0,7.0,46.0,30.0,17.0,27.0,28.0,29.0,38.0,20.0,28.0,14.0,25.0,13.0,7.0,31.0,9.0,19.0,27.0,10.0,16.0,10.0,10.0,20.0,15.0,102.0,5.0,127.0,7.0,2.0,16.0,Friday
2020-02-29,2020,2,29,39,27,1,1,0,10,93,34938.81,26406.32,0.03717948717948718,8.193846153846154,70.38871794871794,332.48641025641024,978.0118518518518,0.6923076923076923,14.0,4.0,30.0,19.0,6.0,20.0,25.0,18.0,15.0,12.0,12.0,11.0,9.0,8.0,9.0,3.0,10.0,17.0,24.0,8.0,5.0,0.0,0.0,12.0,1.0,80.0,3.0,68.0,0.0,1.0,21.0,Saturday
